rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
139,"spotify:track:3a2OF3JdIW9VXC9wnbs68X","Icy Subzero","PENSAVA","Matteo D'Alessio",71,119,14,"411480"
140,"spotify:track:2fkVZYFv9hOejIsLzZy8ad","Salmo, NSTASIA","IL CIELO NELLA STANZA (feat. NSTASIA)","Epic",1,153,199,"410012"
141,"spotify:track:2tKH7kT40eTSp8SCf6VKeH","Lazza","SOGNI D'ORO","Universal Music Italia srL.",10,-1,40,"409006"
142,"spotify:track:4544onOpxe51skG7KWeohk","Bresh, SHUNE","Il meglio di te","Epic",55,111,30,"406730"
143,"spotify:track:3cGuiySfwJPXqvE15OiEEg","Sfera Ebbasta","Tran Tran","Universal Music Italia srL.",1,151,95,"405471"
144,"spotify:track:0MLu1cFYL4ikdRTdasCQT9","Shablo, Geolier, Sfera Ebbasta","M' Manc (con Geolier & Sfera Ebbasta)","Universal Music Italia srL.",1,173,102,"404801"
145,"spotify:track:4lZ87DJUjjAEcOzF6Uhyfj","Sacky, Baby Gang","GanGa (feat. Baby Gang)","Atlantic/WM Italy",75,157,3,"400892"
146,"spotify:track:0pwRSrIxfrAdTLbPaEtZli","Rondodasosa, Artie 5ive","READY 4 WAR (feat. Artie 5ive)","Atlantic/WM Italy",63,63,2,"398644"
147,"spotify:track:5YSR0sWUZk7NuIbkycxndu","Rkomi, Sfera Ebbasta, Junior K","NUOVO RANGE (con SFERA EBBASTA)","Universal Music Italia srL.",1,123,94,"397809"
148,"spotify:track:32KxxVUfXnbdujTh5DGmgu","sangiovanni","farfalle","Universal Music Italia srL. (Sugar)",3,200,53,"396012"
149,"spotify:track:1TaSkLG2bXx84YuKmJvncw","Mr.Rain","Ipernova","WMI Italy",5,-1,69,"394676"
150,"spotify:track:2w5wtWq30yTkNSG9YjMFvW","Ultimo","Pianeti","Honiro",20,-1,149,"394043"
151,"spotify:track:4fYte8ZvTK14NEhAOZocBi","OneRepublic","I Ain't Worried","Interscope Records",50,131,28,"394029"
152,"spotify:track:2p5OyhSm5fS90n0Q7R3r6D","Marracash","CRAZY LOVE","Universal Music Italia srL.",2,167,65,"391913"
153,"spotify:track:6ACIFlukKJSlmOHCypNppR","Luchè, Shiva","Purosangue (feat. Shiva)","BFM Music",4,145,17,"391169"
154,"spotify:track:1zsnUOfuMirWoprylSMuTZ","Lazza, Guè","Gucci Ski Mask (feat. Guè)","Universal Music Italia srL.",24,-1,10,"390256"
155,"spotify:track:7mRHqbk9dgsJCXTBCWzbDX","Shiva","Niente da perdere","Milano Ovest",7,129,38,"388013"
156,"spotify:track:53LX6p75hOcCtAelMDyB8B","Gazzelle","Destri","Artist First / Maciste Dischi",2,142,125,"382738"
157,"spotify:track:04emP3rMNw3yi1E7Q4ZoTI","MamboLosco, Nardi, Finesse","Bandito","Universal Music Italia srL.",79,128,10,"382212"
158,"spotify:track:1Dl5iWa6lWEZpkQDZNuVnO","Sfera Ebbasta","Male","Universal Music Italia srL.",7,197,20,"381291"
159,"spotify:track:0QHEIqNKsMoOY5urbzN48u","Meghan Trainor","Made You Look","Epic",64,114,14,"380930"
160,"spotify:track:5yq4Wv61wJsFVgMOF3YZlY","Elodie","Ok. Respira","Universal Music Italia srL.",64,136,10,"380620"
161,"spotify:track:3z5eL4hQXaBWxSWZUTwI4e","Marco Mengoni","Ti ho voluto bene veramente","RCA Records Label",124,-1,14,"377845"
162,"spotify:track:78xAYXMtvQkDvlqJA3fKu6","thasup, Rondodasosa","c!ao (feat. Rondodasosa)","Thasup s.r.l.",3,149,20,"377336"
163,"spotify:track:33cp6yd5eBoAouTlvMHYcd","Lazza","PANICO (Concertos)","Universal Music Italia srL.",16,184,8,"373712"
164,"spotify:track:1eDC4NiUYgQSKpKDIvXxi4","Ernia, Pinguini Tattici Nucleari","Ferma A Guardare (feat. Pinguini Tattici Nucleari)","Universal Music Italia srL.",5,130,109,"372152"
165,"spotify:track:1x3Qb8np6S1UvpSLthwEJN","BLANCO, Sfera Ebbasta","MI FAI IMPAZZIRE","Universal Music Italia srL.",1,147,87,"371876"
166,"spotify:track:4TQmmasocRmAr8QC0Uchsf","Sfera Ebbasta","Bottiglie Privè","Universal Music Italia srL.",1,162,82,"370341"
167,"spotify:track:27qYCnvju6ZMeeE6TtruIE","Fedez, Tananai, Mara Sattei","LA DOLCE VITA","Columbia",1,187,37,"369356"
168,"spotify:track:1PWOkqMORYdGa0OEh2GaXM","BLANCO","Notti In Bianco","Universal Music Italia srL.",1,152,110,"368198"
169,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",31,127,17,"367970"
170,"spotify:track:3Rmv3h4ovgt9xVgWOfMlLx","Gemitaiz","Toradol","Universal Music Italia srL.",6,181,42,"367250"
171,"spotify:track:54ipXppHLA8U4yqpOFTUhr","Imagine Dragons","Bones","Kid Ina Korner / Interscope",45,146,49,"367228"
172,"spotify:track:5by3TCFHK3YRQzxpR9PcZ0","VillaBanks, Linch, Brando Luis","Caribe","Universal Music Italia srL.",75,164,48,"367124"
173,"spotify:track:3R3S0yqtESkFwJDpscvKfd","Luchè","La Notte di San Lorenzo","BFM Music",20,158,30,"366978"
174,"spotify:track:6Ahg1hncxUdK0ICqU03BCu","Ernia","Superclassico","Universal Music Italia srL.",1,138,136,"364149"
175,"spotify:track:1fdL0yW2DHzcOOUF0fZFv8","Baby Gang, Bené","Lei (feat. Bené)","Atlantic/WM Italy",4,156,35,"362899"
176,"spotify:track:0tE8LYz08MdcV8UZUa1YVV","Gemitaiz","Ciao Baby","Universal Music Italia srL.",14,176,40,"362715"
177,"spotify:track:16EJNayKtC09M0Fi7Py47s","BLANCO","Finché Non Mi Seppelliscono","Universal Music Italia srL.",2,148,75,"362704"
178,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",131,144,23,"362574"
179,"spotify:track:4EC028SvtlC25iHQSG2OIa","Rhove","Shakerando","Universal Music Italia srL.",1,155,61,"361050"
